14080	Sephirotic Barding	萨菲洛特装甲
14093	Wind-up Garuda	迦楼罗之形
14094	Wind-up Titan	泰坦之形
14095	Wind-up Leviathan	利维亚桑之形
14134	Spiced Cider	果香特饮
14135	Apple Strudel	苹果卷
14136	Peperoncino	风味拌细面
14137	Boscaiola	山珍番茄面
14138	Loaghtan Steak	洛夫坦山羊排
14139	Oyster Confit	油封牡蛎
14140	Angler Stew	炖鮟鱇
14141	Sweet Gnomefish	糖沼鯥
14146	High Mythrite Ingot	光银锭
14149	Eikon Iron Ingot	荒神钢锭
14152	Eikon Cloth	荒神布
14155	Eikon Leather	荒神革
14157	Treated Camphorwood Lumber	硬化樟木木材
14158	Camphorwood Lumber	樟木木材
14161	Camphor	樟脑
14171	Grade 3 Strength Dissolvent	3级刚力炼金溶剂
14172	Grade 3 Dexterity Dissolvent	3级巧力炼金溶剂
14173	Grade 3 Vitality Dissolvent	3级耐力炼金溶剂
14174	Grade 3 Intelligence Dissolvent	3级智力炼金溶剂
14175	Grade 3 Mind Dissolvent	3级意力炼金溶剂
14176	Max-Potion of Strength	刚力之仙药
14177	Max-Potion of Dexterity	巧力之仙药
14178	Max-Potion of Vitality	耐力之仙药
14179	Max-Potion of Intelligence	智力之仙药
14180	Max-Potion of Mind	意力之仙药
14181	Blank Grade 1 Orchestrion Roll	1级空白管弦乐琴乐谱
14182	Blank Grade 2 Orchestrion Roll	2级空白管弦乐琴乐谱
14183	Blank Grade 3 Orchestrion Roll	3级空白管弦乐琴乐谱
14184	High Mythrite Nugget	光银块
14186	Sewing Needle	刺绣针
14187	Griffin Leather Strap	狮鹫革细绳
14188	Sewing Thread	刺绣线
14189	Powdered Horn	角粉
14229	Another Round Orchestrion Roll	管弦乐琴乐谱：再来一杯！
14230	Painted Foothills Orchestrion Roll	管弦乐琴乐谱：华彩的山麓
14231	Lost in the Clouds Orchestrion Roll	管弦乐琴乐谱：云中匿影
14234	The Only Path Orchestrion Roll	管弦乐琴乐谱：唯一的行路
14235	A World Apart Orchestrion Roll	管弦乐琴乐谱：走向世界
14239	Blood for Blood Orchestrion Roll	管弦乐琴乐谱：以血洗血
14240	Starved Orchestrion Roll	管弦乐琴乐谱：饿狼群集
14241	Riptide Orchestrion Roll	管弦乐琴乐谱：激潮
14242	Dark Vows Orchestrion Roll	管弦乐琴乐谱：漆黑的誓言
14243	The Dark's Embrace Orchestrion Roll	管弦乐琴乐谱：黑暗的拥抱
14244	A Light in the Storm Orchestrion Roll	管弦乐琴乐谱：风暴中的灯火
14245	Imagination Orchestrion Roll	管弦乐琴乐谱：异想天开
14246	Down the Up Staircase Orchestrion Roll	管弦乐琴乐谱：上下易位
14247	The Scars of Battle Orchestrion Roll	管弦乐琴乐谱：魔大战的伤痕
14250	The Maker's Ruin Orchestrion Roll	管弦乐琴乐谱：诸神已死
14251	Primal Judgment Orchestrion Roll	管弦乐琴乐谱：原始的审判
14252	Fallen Angel Orchestrion Roll	管弦乐琴乐谱：堕天使
14253	Under the Weight Orchestrion Roll	管弦乐琴乐谱：重压灭顶
14254	Heroes Orchestrion Roll	管弦乐琴乐谱：英杰
14255	Fiend Orchestrion Roll	管弦乐琴乐谱：魔神
14256	Hubris Orchestrion Roll	管弦乐琴乐谱：傲慢
14257	Tumbling Down Orchestrion Roll	管弦乐琴乐谱：一落千丈
14258	Out of the Labyrinth Orchestrion Roll	管弦乐琴乐谱：绚烂
14259	Now I Know the Truth Orchestrion Roll	管弦乐琴乐谱：多加与乌内之心
14260	Blind to the Dark Orchestrion Roll	管弦乐琴乐谱：暗淡
14261	Hunger Orchestrion Roll	管弦乐琴乐谱：最后的死斗
14262	Eternal Wind Orchestrion Roll	管弦乐琴乐谱：悠久之风
14263	Thunderer Orchestrion Roll	管弦乐琴乐谱：雷鸣
14264	Rise of the White Raven Orchestrion Roll	管弦乐琴乐谱：白银凶鸟展翅翱翔
14265	From the Ashes Orchestrion Roll	管弦乐琴乐谱：死灰复燃
14267	Answers Orchestrion Roll	管弦乐琴乐谱：Answers　-生死答问-
14712	High Mythrite Helm of Fending	光银御敌头盔
14713	High Mythrite Cuirass of Fending	光银御敌胸甲
14714	High Mythrite Gauntlets of Fending	光银御敌手铠
14715	Eikon Leather Breeches of Fending	荒神革御敌马裤
14716	High Mythrite Sabatons of Fending	光银御敌铠靴
14717	Eikon Leather Headgear of Maiming	荒神革制敌头甲
14718	Eikon Leather Corselet of Maiming	荒神革制敌护甲
14719	Eikon Leather Armguards of Maiming	荒神革制敌护臂
14720	Eikon Cloth Brais of Maiming	荒神布制敌衬裤
14721	Eikon Leather Leg Guards of Maiming	荒神革制敌腿甲靴
14722	Eikon Leather Headgear of Striking	荒神革强袭头甲
14723	Eikon Leather Corselet of Striking	荒神革强袭护甲
14724	Eikon Leather Armguards of Striking	荒神革强袭护臂
14725	Eikon Cloth Brais of Striking	荒神布强袭衬裤
14726	Eikon Leather Leg Guards of Striking	荒神革强袭腿甲靴
14727	Eikon Cloth Hat of Aiming	荒神布精准狩猎帽
14728	Eikon Cloth Acton of Aiming	荒神布精准棉甲
14729	Eikon Cloth Sleeves of Aiming	荒神布精准袖套
14730	Eikon Cloth Culottes of Aiming	荒神布精准及膝裤
14731	Eikon Leather Thighboots of Aiming	荒神革精准高筒靴
14732	Eikon Cloth Hat of Scouting	荒神布游击狩猎帽
14733	Eikon Cloth Acton of Scouting	荒神布游击棉甲
14734	Eikon Cloth Sleeves of Scouting	荒神布游击袖套
14735	Eikon Cloth Culottes of Scouting	荒神布游击及膝裤
14736	Eikon Leather Thighboots of Scouting	荒神革游击高筒靴
14737	Eikon Cloth Hat of Healing	荒神布治愈狩猎帽
14738	Eikon Cloth Acton of Healing	荒神布治愈棉甲
14739	Eikon Cloth Sleeves of Healing	荒神布治愈袖套
14740	Eikon Cloth Culottes of Healing	荒神布治愈长裙
14741	Eikon Leather Boots of Healing	荒神革治愈长靴
14742	Eikon Leather Headgear of Casting	荒神革咏咒头甲
14743	Eikon Leather Corselet of Casting	荒神革咏咒护甲
14744	Eikon Leather Armguards of Casting	荒神革咏咒护臂
14745	Eikon Cloth Brais of Casting	荒神布咏咒长裙
14746	Eikon Leather Boots of Casting	荒神革咏咒长靴
14830	Expeditioner's Coat	远征外套
14831	Expeditioner's Kecks	远征腿套
14832	Expeditioner's Moccasins	远征狩猎靴
14833	Expeditioner's Tabard	远征罩衣
14834	Expeditioner's Gloves	远征手套
14835	Expeditioner's Pantalettes	远征热裤
14836	Expeditioner's Thighboots	远征长靴
14841	Dried Red Oldrose	红色古典玫瑰头花
14842	Dried Blue Oldrose	蓝色古典玫瑰头花
14843	Dried Yellow Oldrose	黄色古典玫瑰头花
14844	Dried Green Oldrose	绿色古典玫瑰头花
14845	Dried Orange Oldrose	橙色古典玫瑰头花
14846	Dried Purple Oldrose	紫色古典玫瑰头花
14847	Dried White Oldrose	白色古典玫瑰头花
14848	Dried Black Oldrose	黑色古典玫瑰头花
14849	Oldrose Corsage	混色古典玫瑰头花
14850	Uraeus Body Armor	圣蜥蜴革背心
14851	Uraeus Breeches	圣蜥蜴革马裤
14852	Gryphonskin Breastguard	骏鹰革护胸
14853	Gryphonskin Pantalettes	骏鹰革短裤
14868	Uraeus Skirt	圣蜥蜴革短裙
14869	Uraeus Coat	圣蜥蜴革外套
14894	Dodore Boots	邪鬼长靴
14900	Stuffed Eggplant Knight	毛绒绒茄子骑士
14901	Stuffed Garlic Jester	毛绒绒蒜头明星
14902	Stuffed Tomato King	毛绒绒番茄国王
14903	Stuffed Mandragora Queen	毛绒绒蔓德拉王后
14924	Dhalmelskin Coat	长颈驼革外套
14925	Ramie Kecks	青麻腿套
14926	Dhalmelskin Moccasins	长颈驼革狩猎靴
14927	Ramie Tabard	青麻短袖罩衣
14928	Dark Dhalmelskin Gloves	暗长颈驼革手套
14929	Ramie Pantalettes	青麻热裤
14930	Dhalmelskin Thighboots	长颈驼革长靴
14935	Galvanized Garlond Steel	超硬加隆德钢
14939	Wind Silk Wedge Cap	风绢无檐帽
14940	Wind Silk Coatee	风绢短上衣
14941	Dinosaur Leather Gloves	恐龙革手套
14942	Wind Silk Bottoms	风绢打底裤
14943	Dinosaur Leather Shoes	恐龙革礼鞋
15097	Replica Allagan Rod	亚拉戈法杖（复制品）
15143	Staggered Shelf	博古架
15144	Washbasin	洗面台
15145	Stuffed Bear	毛绒绒小熊
15146	Alpine Breakfast	伊修加德早餐组合
15147	Hat Stand	衣帽架
15149	Indirect Lighting	间接照明
15150	Indirect Stand Lighting	直立型间接照明
15151	Chirurgeon's Curtain	外科室幕帘
15152	Nidhogg Miniature	尼德霍格模型
15157	Beach Chair	沙滩椅
15159	Large Garden Pond	大型庭院水塘
15160	Oriental Wood Bridge	东方木桥
15161	Oriental Deck	东方廊椅
15164	Sharlayan Flooring	萨雷安地板
15165	Bluesky Interior Wall	蓝天内墙
15425	Rolanberry Shaved Ice	罗兰莓刨冰
15427	Horde Barding	邪龙装甲
15436	Wind-up Ramuh	拉姆之形
15437	Wind-up Shiva	希瓦之形
15462	New World Headdress	新世界头饰
15463	New World Jacket	新世界外套
15464	New World Armlets	新世界臂环
15465	New World Hose	新世界喇叭裤
15466	New World Moccasins	新世界狩猎靴
15472	Survival Hat	幸存者牛仔帽
15473	Survival Shirt	幸存者衬衫
15474	Survival Halfslops	幸存者七分裤
15475	Survival Boots	幸存者矮靴
15476	Extreme Survival Shirt	极限幸存者衬衫
15477	Extreme Survival Slops	极限幸存者长裤
15505	Ironworks Cap of Gathering	加隆德大地皮帽
15506	Ironworks Vest of Gathering	加隆德大地坎肩
15507	Ironworks Gloves of Gathering	加隆德大地手套
15508	Ironworks Slops of Gathering	加隆德大地工作裤
15509	Ironworks Boots of Gathering	加隆德大地矮靴
15510	Carbonweave Cap of Gathering	碳纤布大地皮帽
15511	Carbonweave Vest of Gathering	碳纤布大地坎肩
15512	Carbonweave Gloves of Gathering	碳纤布大地手套
15513	Carbonweave Slops of Gathering	碳纤布大地工作裤
15514	Carbonweave Boots of Gathering	碳纤布大地矮靴
15515	Ironworks Cap of Crafting	加隆德巧匠无檐帽
15516	Ironworks Apron of Crafting	加隆德巧匠围裙
15517	Ironworks Sleeves of Crafting	加隆德巧匠袖套
15518	Ironworks Breeches of Crafting	加隆德巧匠马裤
15519	Ironworks Boots of Crafting	加隆德巧匠长靴
15520	Carbonweave Cap of Crafting	碳纤布巧匠无檐帽
15521	Carbonweave Apron of Crafting	碳纤布巧匠围裙
15522	Carbonweave Sleeves of Crafting	碳纤布巧匠袖套
15523	Carbonweave Breeches of Crafting	碳纤布巧匠马裤
15524	Carbonweave Boots of Crafting	碳纤布巧匠长靴
15525	Ironworks Necklace of Gathering	加隆德大地项链
15526	Ironworks Earring of Gathering	加隆德大地耳坠
15527	Ironworks Armillae of Gathering	加隆德大地腕环
15528	Ironworks Ring of Gathering	加隆德大地指环
15530	Ironworks Necklace of Crafting	加隆德巧匠项链
15531	Ironworks Earring of Crafting	加隆德巧匠耳坠
15532	Ironworks Armillae of Crafting	加隆德巧匠腕环
15533	Ironworks Ring of Crafting	加隆德巧匠指环
15535	High Mythrite Saw	光银手锯
15536	High Mythrite Cross-pein Hammer	光银横头锤
15537	High Mythrite Raising Hammer	光银圆头锤
15538	Eikon Iron Lapidary Hammer	荒神工艺锤
15539	High Mythrite Round Knife	光银圆革刀
15540	Eikon Iron Needle	荒神缝针
15541	High Mythrite Alembic	光银蒸馏器
15542	High Mythrite Frypan	光银平底锅
15543	High Mythrite Pickaxe	光银鹤嘴锄
15544	High Mythrite Hatchet	光银手斧
15545	Luminous Fiber Fishing Rod	光流钓竿
15546	High Mythrite Claw Hammer	光银羊角锤
15547	High Mythrite File	光银锉刀
15548	High Mythrite Pliers	光银手钳
15549	Eikon Iron Grinding Wheel	荒神砂轮机
15550	High Mythrite Awl	光银平斩
15551	Camphorwood Spinning Wheel	樟木纺车
15552	High Mythrite Mortar	光银研钵
15553	High Mythrite Culinary Knife	光银厨刀
15554	High Mythrite Sledgehammer	光银碎石锤
15555	High Mythrite Scythe	光银镰刀
15557	Mighty Thundercrack	惊雷万钧
15558	Mighty Thunderstorm	惊雷风暴
15559	Mighty Thunderbolt	惊雷霹雳
15560	Mighty Thunderdart	惊雷风行
15561	Mighty Thundersparks	惊雷烁光
15562	Mighty Thunderclap	惊雷惊天
15563	Mighty Thundershower	惊雷暴雨
15564	High Adjudicator's Gavel	惊雷轰鸣
15565	High Adjudicator's Staff	惊雷怒震
15566	Ona Ramuhda First Edition	惊雷咆哮
15567	The Law of Levin First Edition	惊雷电绕
15568	Mighty Thunderdome	惊雷观天
15571	Endless Expanse Patas	无尽云神拳刺
15572	Endless Expanse Battleaxe	无尽云神战斧
15573	Endless Expanse Partisan	无尽云神游击枪
15574	Endless Expanse Longbow	无尽云神长弓
15575	Endless Expanse Machetes	无尽云神匕首
15576	Endless Expanse Greatsword	无尽云神巨剑
15577	Endless Expanse Handgonne	无尽云神手炮
15578	Endless Expanse Cane	无尽云神牧杖
15579	Endless Expanse Longpole	无尽云神长玉杖
15580	Endless Expanse Grimoire	无尽云神魔导书
15581	Endless Expanse Codex	无尽云神魔导典
15582	Endless Expanse Astrometer	无尽云神量天仪
15585	Dead Hive Claws	偃武利爪
15586	Dead Hive Battleaxe	偃武战斧
15587	Dead Hive Spear	偃武长枪
15588	Dead Hive Bow	偃武长弓
15589	Dead Hive Kris	偃武匕首
15590	Dead Hive Claymore	偃武大剑
15591	Dead Hive Musketoon	偃武火枪
15592	Dead Hive Cane	偃武牧杖
15593	Dead Hive Longpole	偃武长玉杖
15594	Dead Hive Grimoire	偃武魔导书
15595	Dead Hive Codex	偃武魔导典
15596	Dead Hive Planisphere	偃武天星盘
15599	Knuckles of the Round	圆桌之拳
15600	Axe of the Round	圆桌之斧
15601	Halberd of the Round	圆桌之戟
15602	Bow of the Round	圆桌之弓
15603	Daggers of the Round	圆桌之刀
15604	Claymore of the Round	圆桌之大剑
15605	Fire of the Round	圆桌之火
15606	Cane of the Round	圆桌之幻杖
15607	Staff of the Round	圆桌之咒杖
15608	Grimoire of the Round	圆桌之书
15609	Codex of the Round	圆桌之典
15610	Astrometer of the Round	圆桌之仪
15645	Luminous Fiber	光流纤维
15650	Heavensegg Soup	苍穹鸡蛋汤
15651	Pasta Ortolano	田园番茄面
15720	Fake Kupo Nut	假果实
15721	Horn Component	超级喇叭部件
15722	Moogle Tool Component	莫古力用工具部件
15723	Statue Supplies	石像修复部件
15724	Tablet Supplies	名牌加工部件
15725	Training Supplies	训练用部件
15726	Repurposed Construction Component	再利用建筑资材
15727	Foundation Component	基建资材
15728	Basket Component	编织篮部件
15729	Wall Repair Supplies	墙壁修补部件
15730	Gathering Tool Component	采集工具修理部件
15731	Veneer Component	石砖加工用品
15732	Aetheric Shielding	绝灵容器
15733	Stonemasonry Supplies	调整后的石材
15734	Exploding Kupo Nut	烟雾果实
15735	Austere Offering	龙族报酬
15736	Shearing Machine Component	剪裁机部件
15737	Water Filter Component	泉水修补部件
15738	Mogstew Miscellany	烹调所需品
15739	Moogle Statuette	雕像样本
15740	Makeshift Toy Airship	飞空艇模型
15741	Dragonscale Rasp	龙鳞锉刀
15742	Cloudfish Lure	云海钓饵
15743	Ishgardian Cuisine Miscellany	晚餐所需品
15744	Treadwheel Crane Components	卷扬机部件
15745	Moogle Mollifier	特制奖励
15775	Tier 1 Aquarium	1级水族箱
15776	Tier 2 Aquarium	2级水族箱
15777	Tier 3 Aquarium	3级水族箱
15778	Tier 4 Aquarium	4级水族箱
15805	Against the Wind Orchestrion Roll	管弦乐琴乐谱：迎风
15806	Landlords Orchestrion Roll	管弦乐琴乐谱：人王
15807	Missing Pages Orchestrion Roll	管弦乐琴乐谱：缺失的书页
15819	Wreck to the Seaman Orchestrion Roll	管弦乐琴乐谱：水手遇难
15820	Through the Maelstrom Orchestrion Roll	管弦乐琴乐谱：混沌的漩涡
15821	Good King Moggle Mog XII Orchestrion Roll	管弦乐琴乐谱：贤王莫古尔·莫古十二世
15822	Revenge of the Horde Orchestrion Roll	管弦乐琴乐谱：绝命怒嚎
15823	Battle on the Big Bridge Orchestrion Roll	管弦乐琴乐谱：大桥上的死斗
15825	Engage Orchestrion Roll	管弦乐琴乐谱：苍翼
15913	Heart of the Vortex	旋风神心
15914	Mighty Moggle Mogrod	贤王莫古法杖
15915	Inferno Rod	狱火法杖
15916	Tremor Staff	厚土长杖
15921	Moonfire Hat	月火帽
15922	Moonfire Vest	月火男式坎肩
15923	Moonfire Trunks	月火男式短裤
15924	Moonfire Caligae	月火男式绑带凉鞋
15925	Moonfire Halter	月火女式夏衣
15926	Moonfire Tanga	月火女式夏裤
15927	Moonfire Sandals	月火女式绑带凉鞋
15928	Boarskin Survival Hat	野猪革幸存者牛仔帽
15929	Linen Survival Shirt	亚麻幸存者衬衫
15930	Linen Survival Halfslops	亚麻幸存者七分裤
15931	Boarskin Survival Boots	野猪革幸存者矮靴
15957	Tiny Bronco Miniature	野马级飞空艇模型
15958	Invincible Miniature	无敌级飞空艇模型
15959	Enterprise Miniature	企业级飞空艇模型
15960	Invincible II Miniature	无敌改级飞空艇模型
15961	Odyssey Miniature	奥德赛级飞空艇模型
15962	Tatanora Miniature	塔塔诺拉级飞空艇模型
15963	Viltgance Miniature	威尔特甘斯级飞空艇模型
15964	Sophia Miniature	索菲娅模型
15965	Alexander Miniature	亚历山大模型
15967	Stuffed Calca	卡尔克娃娃
15968	Stuffed Brina	布莉娜娃娃
15969	Mammet Lantern	魔法人偶台灯
15970	Mounted Box Shelf	壁挂格子置物架
15971	Knightly Round Table	苍穹骑士圆桌
15974	Mounted Bookshelf	壁式书柜
15975	Great Gubal Floor Lamp	迦巴勒落地灯
15976	Combed Wool Rug	精梳毛布地毯
16013	Crystal Chandelier	水晶吊灯
16557	Sophic Barding	索菲娅装甲
16596	Ramie Hood	青麻毛边帽
16597	Ramie Poncho	青麻斗篷
16598	Fur-lined Dhalmelskin Boots	长颈驼革毛边靴
16599	Cashmere Hood	羊绒毛边帽
16600	Cashmere Poncho	羊绒斗篷
16601	Fur-lined Saurian Boots	蛟蜥革毛边靴
16616	Red Viola Corsage	红色三色堇头花
16617	Blue Viola Corsage	蓝色三色堇头花
16618	Yellow Viola Corsage	黄色三色堇头花
16619	Green Viola Corsage	绿色三色堇头花
16620	Orange Viola Corsage	橙色三色堇头花
16621	Purple Viola Corsage	紫色三色堇头花
16622	White Viola Corsage	白色三色堇头花
16623	Black Viola Corsage	黑色三色堇头花
16624	Rainbow Viola Corsage	混色三色堇头花
16625	Astral Silk Robe	星绢布长袍
16626	Griffin Leather Cuffs	狮鹫革护袖
16627	Heavy Metal Longsword	重合金长剑
16628	Heavy Metal Claws	重合金爪
16629	Heavy Metal War Axe	重合金战斧
16630	Heavy Metal Lance	重合金骑枪
16631	Teak Composite Bow	柚木复合弓
16632	Heavy Metal Daggers	重合金小刀
16633	Heavy Metal Greatsword	重合金巨剑
16634	Heavy Metal Culverin	重合金重炮
16635	Teak Cane	柚木牧杖
16636	Scintillant Staff	闪烁长杖
16637	Hemiskin Grimoire	半熊革魔导书
16638	Hemiskin Codex	半熊革魔导典
16639	Scintillant Planisphere	闪烁天星盘
16640	Heavy Metal Kite Shield	重合金鸢盾
16641	Heavy Metal Coif of Fending	重合金御敌锁甲头罩
16642	Heavy Metal Cuirass of Fending	重合金御敌胸甲
16643	Heavy Metal Gauntlets of Fending	重合金御敌手铠
16644	Hemiskin Brais of Fending	半熊革御敌衬裤
16645	Heavy Metal Sabatons of Fending	重合金御敌铠靴
16647	Heavy Metal Coif of Maiming	重合金制敌锁甲头罩
16648	Heavy Metal Cuirass of Maiming	重合金制敌胸甲
16649	Heavy Metal Gauntlets of Maiming	重合金制敌手铠
16650	Hemiskin Brais of Maiming	半熊革制敌衬裤
16651	Heavy Metal Sabatons of Maiming	重合金制敌铠靴
16653	Scintillant Circlet of Striking	闪烁强袭头冠
16654	Star Velvet Tabard of Striking	星绒强袭罩衣
16655	Hemiskin Gloves of Striking	半熊革强袭手套
16656	Hemiskin Trousers of Striking	半熊革强袭软甲裤
16657	Hemiskin Leggings of Striking	半熊革强袭护腿
16659	Scintillant Circlet of Aiming	闪烁精准头冠
16660	Star Velvet Tabard of Aiming	星绒精准罩衣
16661	Hemiskin Gloves of Aiming	半熊革精准手套
16662	Hemiskin Trousers of Aiming	半熊革精准软甲裤
16663	Hemiskin Leggings of Aiming	半熊革精准护腿
16665	Scintillant Circlet of Scouting	闪烁游击头冠
16666	Star Velvet Tabard of Scouting	星绒游击罩衣
16667	Hemiskin Gloves of Scouting	半熊革游击手套
16668	Hemiskin Trousers of Scouting	半熊革游击软甲裤
16669	Hemiskin Leggings of Scouting	半熊革游击护腿
16671	Star Velvet Hood of Healing	星绒治愈兜帽
16672	Star Velvet Himation of Healing	星绒治愈长衫
16673	Star Velvet Long Gloves of Healing	星绒治愈长手套
16674	Star Velvet Bottoms of Healing	星绒治愈打底裤
16675	Hemiskin Open-toed Boots of Healing	半熊革露趾长靴
16677	Star Velvet Hood of Casting	星绒咏咒兜帽
16678	Star Velvet Himation of Casting	星绒咏咒长衫
16679	Star Velvet Long Gloves of Casting	星绒咏咒长手套
16680	Star Velvet Bottoms of Casting	星绒咏咒打底裤
16681	Hemiskin Open-toed Boots of Casting	半熊革咏咒露趾长靴
16683	Scintillant Earring of Fending	闪烁御敌耳坠
16684	Scintillant Earring of Slaying	闪烁强攻耳坠
16685	Scintillant Earring of Aiming	闪烁精准耳坠
16686	Scintillant Earring of Healing	闪烁治愈耳坠
16687	Scintillant Earring of Casting	闪烁咏咒耳坠
16688	Teak Choker of Fending	柚木御敌项环
16689	Teak Choker of Slaying	柚木强攻项环
16690	Teak Choker of Aiming	柚木精准项环
16691	Teak Choker of Healing	柚木治愈项环
16692	Teak Choker of Casting	柚木咏咒项环
16693	Teak Bracelet of Fending	柚木御敌手镯
16694	Teak Bracelet of Slaying	柚木强攻手镯
16695	Teak Bracelet of Aiming	柚木精准手镯
16696	Teak Bracelet of Healing	柚木治愈手镯
16697	Teak Bracelet of Casting	柚木咏咒手镯
16698	Scintillant Ring of Fending	闪烁御敌指环
16699	Scintillant Ring of Slaying	闪烁强攻指环
16700	Scintillant Ring of Aiming	闪烁精准指环
16701	Scintillant Ring of Healing	闪烁治愈指环
16702	Scintillant Ring of Casting	闪烁咏咒指环
16705	Heavy Metal Ingot	重合金锭
16706	Scintillant Ingot	闪烁锭
16707	Star Velvet	星绒
16708	Hemicyon Leather	半熊革
16709	Heavenly Eggnog	苍穹蛋奶酒
16710	Flaugnarde	苹果芙纽多
16711	Spaghetti Carbonara	烟肉蛋酱拌面
16712	Wildwood Scrambled Eggs	嫩炒蛋
16713	Spaghetti Pescatore	海鲜拌面
16714	Loaghtan Cordon Bleu	蓝带肉排
16715	Priestly Omelette	祭司蛋包饭
16716	Supramax-Potion of Strength	刚力之强化仙药
16717	Supramax-Potion of Dexterity	巧力之强化仙药
16718	Supramax-Potion of Vitality	耐力之强化仙药
16719	Supramax-Potion of Intelligence	智力之强化仙药
16720	Supramax-Potion of Mind	意力之强化仙药
16779	Indirect Wall Lighting	壁挂型间接照明
16781	Troupe Stage	豪华舞台
16782	Round Stage	圆形舞台
16806	Close to the Heavens Orchestrion Roll	管弦乐琴乐谱：天上世界
16819	Footsteps in the Snow Orchestrion Roll	管弦乐琴乐谱：雪上的足迹
16820	Oblivion Orchestrion Roll	管弦乐琴乐谱：忘却的彼岸
16821	Thunder Rolls Orchestrion Roll	管弦乐琴乐谱：电闪雷鸣
16822	Equilibrium Orchestrion Roll	管弦乐琴乐谱：平衡
16908	Tempered Glass	强化玻璃板
16909	Ramie Slops	青麻工作裤
16910	Cashmere Slops	羊绒工作裤
16911	Watered Cordial	轻型强心剂
16935	Grade 1 Picture Frame	1级画框
16936	Grade 2 Picture Frame	2级画框
16937	Grade 3 Picture Frame	3级画框
17013	Zurvan Miniature	祖尔宛模型
17014	Diabolos Miniature	迪亚波罗斯模型
17015	Scathach Miniature	斯卡哈模型
17020	Yarn Basket	毛线篮
17021	Riviera Breakfast	早餐蛋包饭
17023	Paissa Floor Lamp	猴面雀落地灯
17024	Merchant's Shelf	商店置物柜
17025	Ivy Pillar	常春藤石柱
17030	Topiary Paissa	猴面雀绿雕
17032	Fortemps Manor Interior Wall	福尔唐府邸内墙
17035	Tribunal Flooring	裁判所地板
17036	Pendant Lamp Planter	盆栽吊灯
17306	Sky Rat Mask of Fending	空鼠御敌面具
17307	Sky Rat Harness of Fending	空鼠御敌格斗服
17308	Sky Rat Hook of Fending	空鼠御敌铁钩护臂
17309	Sky Rat Breeches of Fending	空鼠御敌马裤
17310	Sky Rat Hookboots of Fending	空鼠御敌铁钩筒靴
17311	Sky Rat Mask of Maiming	空鼠制敌面具
17312	Sky Rat Harness of Maiming	空鼠制敌格斗服
17313	Sky Rat Hook of Maiming	空鼠制敌铁钩护臂
17314	Sky Rat Breeches of Maiming	空鼠制敌马裤
17315	Sky Rat Hookboots of Maiming	空鼠制敌铁钩筒靴
17316	Sky Rat Mask of Striking	空鼠强袭面具
17317	Sky Rat Harness of Striking	空鼠强袭格斗服
17318	Sky Rat Fingerless Gloves of Striking	空鼠强袭半指护手
17319	Sky Rat Breeches of Striking	空鼠强袭马裤
17320	Sky Rat Ironclad Boots of Striking	空鼠强袭黑铁筒靴
17321	Sky Rat Mask of Aiming	空鼠精准面具
17322	Sky Rat Harness of Aiming	空鼠精准格斗服
17323	Sky Rat Fingerless Gloves of Aiming	空鼠精准半指护手
17324	Sky Rat Breeches of Aiming	空鼠精准马裤
17325	Sky Rat Ironclad Boots of Aiming	空鼠精准黑铁筒靴
17326	Sky Rat Mask of Scouting	空鼠游击面具
17327	Sky Rat Harness of Scouting	空鼠游击格斗服
17328	Sky Rat Hook of Scouting	空鼠游击铁钩护臂
17329	Sky Rat Breeches of Scouting	空鼠游击马裤
17330	Sky Rat Hookboots of Scouting	空鼠游击铁钩筒靴
17331	Sky Rat Mask of Healing	空鼠治愈面具
17332	Sky Rat Harness of Healing	空鼠治愈格斗服
17333	Sky Rat Hook of Healing	空鼠治愈铁钩护臂
17334	Sky Rat Breeches of Healing	空鼠治愈马裤
17335	Sky Rat Hookboots of Healing	空鼠治愈铁钩筒靴
17336	Sky Rat Mask of Casting	空鼠咏咒面具
17337	Sky Rat Harness of Casting	空鼠咏咒格斗服
17338	Sky Rat Fingerless Gloves of Casting	空鼠咏咒半指护手
17339	Sky Rat Breeches of Casting	空鼠咏咒马裤
17340	Sky Rat Ironclad Boots of Casting	空鼠咏咒黑铁筒靴
17462	Wool Knit Cap	呢绒针织帽
17463	Wool Suspenders	呢绒背带衬衫
17464	Cropped Wool Slops	呢绒七分裤
17465	Raptorskin Shoes	盗龙革皮靴
17466	Flannel Knit Cap	法兰绒针织帽
17467	Flannel Suspenders	法兰绒背带衬衫
17468	Cropped Flannel Slops	法兰绒七分裤
17469	Pteroskin Shoes	翼手龙革皮靴
17522	Zurvanite Barding	祖尔宛装甲
17537	Red Cherry Blossom Corsage	红色樱花头花
17538	Blue Cherry Blossom Corsage	蓝色樱花头花
17539	Yellow Cherry Blossom Corsage	黄色樱花头花
17540	Green Cherry Blossom Corsage	绿色樱花头花
17541	Orange Cherry Blossom Corsage	橙色樱花头花
17542	Purple Cherry Blossom Corsage	紫色樱花头花
17543	White Cherry Blossom Corsage	白色樱花头花
17544	Black Cherry Blossom Corsage	黑色樱花头花
17545	Pink Cherry Blossom Corsage	粉色樱花头花
17549	Near Eastern Antique	近东风格的收藏品
17550	Coerthan Souvenir	寒冷地带的特产
17551	Maelstrom Materiel	黑涡团军需品
17552	Heartfelt Gift	别具匠心的礼物
